order_id,customer_id,restaurant_id,order_datetime,order_status,payment_method,delivery_time_minutes,rating,subtotal,delivery_fee,discount,total_amount
671,5,47,2025-07-03 16:54:00,Delivered,Credit Card,40,,1033,30,50,1013
672,289,47,2025-08-24 22:54:00,Delivered,Debit Card,60,4,494,35,30,499
673,93,54,2025-12-29 16:49:00,Delivered,Debit Card,26,5,1003,25,0,1028
674,50,58,2025-02-24 15:59:00,Delivered,Debit Card,32,,380,35,75,340
675,216,16,2025-02-01 19:16:00,Delivered,UPI,46,,992,20,50,962
676,231,43,2025-03-10 20:36:00,Delivered,Credit Card,34,3,408,25,20,413
677,271,26,2025-02-14 18:01:00,Delivered,UPI,31,2,518,40,30,528
678,37,33,2025-04-05 21:46:00,Cancelled,Cash,,,861,35,30,866
679,181,22,2025-11-13 17:54:00,Delivered,UPI,46,4,141,40,0,181
680,52,1,2025-09-13 07:03:00,Delivered,Debit Card,19,3,380,30,0,410
681,274,54,2025-05-04 16:59:00,Delivered,Debit Card,43,5,938,20,0,958
682,174,36,2025-05-14 06:21:00,Cancelled,UPI,,,423,30,75,378
683,32,23,2025-09-10 02:51:00,Cancelled,UPI,,,2580,40,0,2620
684,283,42,2025-03-08 08:46:00,Delivered,UPI,49,3,612,20,0,632
685,101,46,2025-11-08 12:43:00,Delivered,UPI,53,4,1567,40,0,1607
686,60,37,2025-03-02 19:57:00,Delivered,Credit Card,39,1,342,40,0,382
687,117,19,2025-10-02 18:02:00,Rejected,UPI,,,365,20,0,385
688,225,4,2025-05-25 01:20:00,Delivered,Credit Card,36,4,470,40,0,510
689,254,41,2025-04-23 14:45:00,Delivered,Debit Card,53,2,522,35,50,507
690,249,32,2025-02-10 06:58:00,Delivered,Credit Card,37,,540,25,0,565
691,121,40,2025-11-29 14:07:00,Delivered,UPI,35,4,1679,35,20,1694
692,10,38,2025-07-16 14:02:00,Delivered,Cash,29,5,446,40,75,411
693,179,1,2025-11-08 10:59:00,Delivered,Debit Card,55,1,1140,20,75,1085
694,56,59,2025-12-14 09:54:00,Rejected,Cash,,,1432,25,0,1457
695,8,25,2025-12-16 08:05:00,Rejected,Debit Card,,,2161,30,0,2191
696,129,24,2025-03-05 09:36:00,Delivered,Debit Card,29,1,1148,35,50,1133
697,285,9,2025-07-29 01:37:00,Cancelled,Debit Card,,,1034,30,0,1064
698,254,18,2025-04-27 20:11:00,Delivered,UPI,32,1,1635,30,0,1665
699,284,31,2025-02-01 22:16:00,Rejected,UPI,,,1397,20,30,1387
700,228,47,2025-09-19 02:15:00,Delivered,Debit Card,61,4,1265,30,0,1295
701,209,53,2025-07-11 15:18:00,Delivered,Credit Card,41,2,624,25,75,574
702,161,46,2025-09-18 18:45:00,Delivered,Credit Card,42,,614,20,0,634
703,115,27,2025-09-15 18:40:00,Delivered,Cash,52,,972,40,30,982
704,226,47,2025-05-18 06:53:00,Delivered,Credit Card,39,3,494,20,50,464
705,124,37,2025-07-29 11:05:00,Delivered,UPI,41,5,520,25,30,515
706,65,26,2025-07-28 21:37:00,Delivered,Debit Card,36,1,518,40,0,558
707,295,40,2025-11-20 06:57:00,Delivered,Cash,18,4,624,35,0,659
708,86,47,2025-03-09 16:55:00,Delivered,Cash,45,4,247,30,75,202
709,173,46,2025-11-08 19:06:00,Rejected,UPI,,,646,35,50,631
710,231,43,2025-05-29 15:44:00,Delivered,Credit Card,64,,136,40,30,146
711,190,30,2025-11-29 14:24:00,Delivered,Credit Card,50,,1658,30,0,1688
712,289,47,2025-05-27 10:24:00,Delivered,Credit Card,27,2,771,30,0,801
713,61,55,2025-05-21 15:28:00,Delivered,Credit Card,36,,1857,25,0,1882
714,106,47,2025-01-15 19:57:00,Delivered,Credit Card,18,1,1280,35,30,1285
715,65,59,2025-06-01 03:45:00,Delivered,UPI,46,,1241,20,0,1261
716,41,23,2025-02-08 10:10:00,Delivered,Debit Card,47,5,537,35,0,572
717,267,33,2025-04-08 17:42:00,Delivered,UPI,58,2,458,25,0,483
718,241,20,2025-09-06 05:46:00,Delivered,Credit Card,30,1,304,20,20,304
719,286,56,2025-04-17 22:11:00,Delivered,Debit Card,57,5,536,40,50,526
720,93,25,2025-04-29 09:42:00,Delivered,Cash,56,4,1340,35,20,1355
721,167,4,2025-12-06 13:07:00,Delivered,Debit Card,60,4,288,40,20,308
722,121,14,2025-05-29 08:32:00,Delivered,Cash,21,3,1354,35,20,1369
723,134,14,2025-05-18 15:46:00,Delivered,UPI,37,2,1569,20,30,1559
724,169,5,2025-11-06 17:01:00,Cancelled,UPI,,,2472,20,50,2442
725,26,52,2025-04-18 11:34:00,Delivered,Credit Card,52,2,742,25,30,737
726,128,24,2025-01-19 00:48:00,Cancelled,UPI,,,781,30,0,811
727,118,53,2025-12-19 07:02:00,Delivered,UPI,42,2,1663,35,0,1698
728,8,52,2025-11-06 04:06:00,Delivered,Cash,30,,1113,20,0,1133
729,141,37,2025-04-14 03:16:00,Rejected,Cash,,,602,35,30,607
730,143,42,2025-05-26 22:34:00,Delivered,Cash,19,,917,40,0,957
731,204,51,2025-04-29 14:23:00,Delivered,UPI,59,2,1299,25,0,1324
732,251,54,2025-05-08 02:09:00,Delivered,Cash,51,,1068,30,20,1078
733,160,33,2025-03-19 01:20:00,Delivered,Cash,18,2,1661,30,20,1671
734,248,48,2025-10-12 23:46:00,Delivered,UPI,45,4,496,40,50,486
735,63,20,2025-04-12 14:55:00,Rejected,UPI,,,1914,35,0,1949
736,281,34,2025-07-24 00:18:00,Delivered,Debit Card,64,,2328,25,0,2353
737,149,46,2025-12-17 06:51:00,Delivered,Debit Card,51,4,1890,25,0,1915
738,269,42,2025-01-06 10:26:00,Delivered,Cash,22,,915,25,0,940
739,49,27,2025-08-23 10:06:00,Delivered,Cash,56,3,972,20,0,992
740,141,12,2025-08-07 18:46:00,Delivered,Cash,34,2,360,25,0,385
741,92,32,2025-10-16 03:08:00,Delivered,Cash,39,5,554,25,0,579
742,47,56,2025-03-17 04:10:00,Delivered,UPI,38,1,536,35,0,571
743,155,45,2025-03-02 07:35:00,Delivered,Cash,63,3,987,30,50,967
744,74,36,2025-10-14 14:31:00,Delivered,Debit Card,61,4,1266,30,50,1246
745,218,29,2025-11-12 17:56:00,Rejected,Credit Card,,,1298,25,20,1303
746,185,46,2025-04-10 00:37:00,Delivered,UPI,41,,323,30,50,303
747,246,36,2025-01-23 22:45:00,Delivered,UPI,54,,774,40,75,739
748,54,3,2025-07-09 00:39:00,Cancelled,Credit Card,,,517,35,75,477
749,62,14,2025-08-16 20:45:00,Delivered,UPI,52,2,462,30,50,442
750,87,47,2025-09-22 00:42:00,Delivered,UPI,22,5,247,25,20,252
751,23,55,2025-11-08 06:44:00,Delivered,Credit Card,58,,966,40,0,1006
752,61,55,2025-08-27 18:53:00,Delivered,Cash,23,1,297,30,30,297
753,11,20,2025-01-06 06:40:00,Delivered,UPI,64,,790,35,50,775
754,147,18,2025-05-23 04:36:00,Delivered,Credit Card,30,2,1090,35,0,1125
755,48,19,2025-07-01 18:23:00,Delivered,Cash,58,2,443,40,30,453
756,108,30,2025-08-11 11:41:00,Delivered,Debit Card,31,5,1321,35,0,1356
757,17,47,2025-09-22 21:40:00,Delivered,Credit Card,47,3,1033,30,75,988
758,5,47,2025-08-04 15:21:00,Delivered,UPI,29,,1033,20,20,1033
759,234,54,2025-10-22 22:27:00,Delivered,Cash,33,3,1472,25,75,1422
760,260,15,2025-08-04 13:49:00,Delivered,Cash,55,5,1368,40,0,1408
761,291,4,2025-03-08 21:21:00,Delivered,UPI,23,2,508,20,50,478
762,76,9,2025-03-30 09:19:00,Delivered,Credit Card,31,2,300,35,0,335
763,177,3,2025-08-30 17:43:00,Delivered,Credit Card,48,4,1034,25,0,1059
764,69,59,2025-06-17 09:52:00,Delivered,Cash,56,1,1766,25,75,1716
765,121,33,2025-07-05 10:32:00,Delivered,Cash,22,2,1203,35,0,1238
766,174,36,2025-12-01 05:27:00,Delivered,Debit Card,42,4,984,25,0,1009
767,204,30,2025-09-22 03:29:00,Delivered,Debit Card,61,,1321,40,30,1331
768,197,30,2025-08-21 00:31:00,Delivered,Cash,45,,2487,20,30,2477
769,231,50,2025-07-10 15:45:00,Delivered,Debit Card,25,,769,30,50,749
770,133,5,2025-09-21 19:46:00,Delivered,Cash,21,1,1052,30,0,1082
771,190,8,2025-08-06 10:43:00,Delivered,UPI,52,3,924,30,50,904
772,19,56,2025-02-27 11:46:00,Delivered,Cash,33,5,1191,25,50,1166
773,253,34,2025-05-21 11:29:00,Delivered,Credit Card,64,,1552,20,0,1572
774,52,19,2025-09-20 23:05:00,Delivered,Debit Card,45,2,808,40,0,848
775,156,27,2025-09-21 17:54:00,Delivered,UPI,41,2,1677,20,30,1667
776,205,7,2025-12-14 09:17:00,Delivered,Credit Card,19,,256,35,30,261
777,163,17,2025-04-24 07:01:00,Delivered,Credit Card,22,5,1184,35,30,1189
778,7,33,2025-06-24 10:22:00,Delivered,Credit Card,47,,1777,30,20,1787
779,17,47,2025-11-20 15:35:00,Rejected,UPI,,,494,30,75,449
780,162,47,2025-12-12 14:01:00,Delivered,Credit Card,57,4,1527,35,0,1562
781,193,50,2025-03-09 12:38:00,Cancelled,UPI,,,253,25,0,278
782,293,55,2025-04-02 05:49:00,Delivered,Cash,53,2,1857,20,50,1827
783,163,50,2025-10-02 17:25:00,Delivered,Cash,49,,1285,30,0,1315
784,273,28,2025-08-26 20:11:00,Delivered,UPI,42,4,938,40,0,978
785,71,60,2025-11-14 16:05:00,Delivered,Cash,19,2,912,20,0,932
786,12,47,2025-10-10 16:55:00,Delivered,Credit Card,47,2,741,25,0,766
787,68,35,2025-02-03 00:13:00,Delivered,Cash,33,4,946,40,50,936
788,57,55,2025-03-23 07:29:00,Delivered,UPI,18,,1077,30,50,1057
789,276,16,2025-11-07 20:34:00,Delivered,Cash,48,,1014,20,0,1034
790,205,45,2025-11-19 20:28:00,Delivered,UPI,24,3,1020,35,50,1005
791,174,7,2025-05-05 15:13:00,Delivered,Debit Card,59,4,1044,35,0,1079
792,231,35,2025-10-18 08:38:00,Delivered,Credit Card,27,1,1041,30,50,1021
793,150,22,2025-03-23 18:40:00,Delivered,Cash,61,2,562,30,50,542
794,117,1,2025-04-19 18:19:00,Delivered,UPI,34,5,889,25,30,884
795,257,33,2025-09-25 11:24:00,Delivered,Cash,59,5,1032,20,0,1052
796,116,22,2025-04-16 07:09:00,Delivered,UPI,59,4,704,30,50,684
797,17,47,2025-11-17 03:21:00,Delivered,Debit Card,53,,524,40,30,534
798,127,9,2025-05-12 23:11:00,Delivered,Credit Card,32,4,1302,30,30,1302
799,143,15,2025-04-08 23:53:00,Cancelled,Credit Card,,,951,40,75,916
800,298,37,2025-08-26 03:34:00,Cancelled,UPI,,,944,35,0,979
801,244,4,2025-02-21 17:37:00,Delivered,Cash,37,5,690,40,75,655
802,234,10,2025-05-09 13:38:00,Delivered,Credit Card,39,5,978,30,0,1008
803,288,48,2025-06-08 20:28:00,Delivered,Credit Card,49,5,711,35,50,696
804,156,1,2025-08-15 10:40:00,Delivered,Credit Card,30,,258,40,0,298
805,164,46,2025-08-30 03:43:00,Delivered,Credit Card,54,3,614,25,75,564
806,81,49,2025-12-06 05:20:00,Cancelled,Cash,,,1450,30,0,1480
807,75,35,2025-06-20 23:22:00,Delivered,Debit Card,46,5,1167,35,0,1202
808,72,40,2025-05-21 00:52:00,Delivered,Credit Card,60,3,1248,30,30,1248
809,287,29,2025-04-21 19:32:00,Delivered,Debit Card,24,2,1430,35,50,1415
810,250,26,2025-05-24 19:37:00,Delivered,UPI,21,3,837,25,50,812
811,38,47,2025-07-31 04:55:00,Delivered,Debit Card,54,1,1527,30,30,1527
812,272,55,2025-12-20 00:08:00,Delivered,UPI,62,3,1077,35,0,1112
813,236,13,2025-06-20 06:43:00,Rejected,Debit Card,,,1755,35,20,1770
814,203,51,2025-09-07 01:53:00,Delivered,Debit Card,19,1,1664,20,50,1634
815,39,47,2025-10-13 03:34:00,Delivered,UPI,54,,786,35,75,746
816,142,47,2025-08-20 23:09:00,Delivered,UPI,29,3,1280,30,0,1310
817,200,1,2025-01-05 07:20:00,Delivered,Debit Card,32,3,1140,25,0,1165
818,76,9,2025-06-07 05:06:00,Delivered,UPI,26,1,1334,25,0,1359
819,84,47,2025-05-19 07:59:00,Cancelled,Debit Card,,,524,20,75,469
820,193,11,2025-08-16 23:54:00,Delivered,Cash,21,4,608,40,75,573
821,64,3,2025-03-31 16:58:00,Delivered,UPI,28,,801,40,0,841
822,163,43,2025-04-08 06:05:00,Delivered,Debit Card,48,1,1130,35,75,1090
823,52,8,2025-07-04 09:53:00,Delivered,Debit Card,32,,538,20,0,558
824,166,24,2025-03-14 07:11:00,Delivered,Credit Card,51,4,414,25,75,364
825,151,13,2025-11-13 13:52:00,Delivered,Credit Card,29,,498,20,75,443
826,84,47,2025-09-12 06:19:00,Delivered,Debit Card,34,1,247,35,0,282
827,74,36,2025-01-24 17:24:00,Delivered,Credit Card,28,3,282,20,0,302
828,244,34,2025-08-01 17:28:00,Delivered,UPI,37,3,1284,40,0,1324
829,50,42,2025-09-10 23:53:00,Delivered,Credit Card,26,2,921,20,50,891
830,49,30,2025-07-26 09:56:00,Delivered,Credit Card,32,3,1321,35,0,1356
831,75,60,2025-01-18 23:57:00,Delivered,UPI,30,,399,20,75,344
832,122,7,2025-07-23 10:00:00,Delivered,Cash,40,5,1438,30,30,1438
833,226,47,2025-05-24 20:49:00,Delivered,Debit Card,39,,494,35,75,454
834,282,42,2025-12-06 03:42:00,Delivered,Debit Card,22,,612,35,75,572
835,57,24,2025-10-09 22:18:00,Delivered,Debit Card,37,5,276,40,0,316
836,73,51,2025-12-15 07:49:00,Delivered,Debit Card,51,2,798,25,50,773
837,272,26,2025-07-11 05:06:00,Delivered,Credit Card,63,5,807,30,20,817
838,268,43,2025-09-01 14:20:00,Delivered,Debit Card,18,5,994,25,0,1019
839,247,26,2025-05-05 12:50:00,Delivered,Cash,43,2,837,35,0,872
840,300,7,2025-04-16 14:09:00,Delivered,Debit Card,18,5,778,35,0,813
841,64,46,2025-11-09 14:09:00,Delivered,Debit Card,35,,646,20,50,616
842,239,34,2025-10-27 05:56:00,Delivered,Cash,36,1,428,35,75,388
843,222,34,2025-01-30 20:06:00,Delivered,Debit Card,64,,1980,30,0,2010
844,7,16,2025-09-06 07:37:00,Delivered,Cash,60,4,2017,40,75,1982
845,51,54,2025-02-18 03:48:00,Delivered,Cash,43,1,3009,20,20,3009
846,222,53,2025-01-14 06:36:00,Delivered,Debit Card,24,4,970,30,75,925
847,177,22,2025-05-08 08:28:00,Delivered,Debit Card,47,3,423,40,50,413
848,165,53,2025-07-25 11:49:00,Delivered,Cash,23,5,970,20,50,940
849,47,57,2025-07-27 10:39:00,Delivered,Credit Card,42,4,1450,25,0,1475
850,9,16,2025-04-08 18:19:00,Cancelled,Debit Card,,,1521,20,0,1541
851,48,1,2025-12-31 19:58:00,Delivered,Cash,34,3,631,30,30,631
852,292,17,2025-06-15 07:28:00,Delivered,Credit Card,53,3,300,25,0,325
853,116,34,2025-11-28 06:09:00,Delivered,Credit Card,19,,2328,40,0,2368
854,212,47,2025-09-23 18:25:00,Delivered,Cash,65,3,756,30,30,756
855,183,15,2025-12-21 04:20:00,Delivered,Credit Card,52,1,1863,30,50,1843
856,284,31,2025-08-27 08:36:00,Delivered,Cash,57,5,2051,35,30,2056
857,30,55,2025-09-02 22:09:00,Delivered,Debit Card,22,,2340,35,20,2355
858,69,59,2025-04-21 21:28:00,Delivered,Debit Card,39,5,1098,20,50,1068
859,184,46,2025-03-03 02:39:00,Delivered,Cash,64,2,307,20,50,277
860,254,17,2025-06-19 02:06:00,Cancelled,Cash,,,584,25,0,609
861,160,33,2025-04-01 22:27:00,Delivered,Cash,23,4,574,20,0,594
862,232,3,2025-09-26 08:01:00,Delivered,UPI,53,3,517,40,0,557
863,3,28,2025-07-16 09:01:00,Delivered,Debit Card,22,,215,40,0,255
864,177,3,2025-12-16 04:38:00,Delivered,Credit Card,46,2,267,40,0,307
865,276,16,2025-06-09 09:06:00,Delivered,Credit Card,55,1,2502,35,50,2487
866,281,34,2025-08-18 03:42:00,Delivered,Debit Card,33,2,1204,20,20,1204
867,51,52,2025-02-16 21:41:00,Delivered,Cash,52,3,560,35,20,575
868,223,38,2025-02-12 15:01:00,Delivered,Debit Card,53,4,2727,20,30,2717
869,22,47,2025-02-15 09:57:00,Delivered,Credit Card,59,1,524,35,0,559
870,181,46,2025-01-27 21:55:00,Delivered,Credit Card,50,1,614,25,0,639
871,164,3,2025-04-15 15:13:00,Delivered,UPI,20,,1034,20,0,1054
872,170,4,2025-07-19 07:23:00,Cancelled,Cash,,,182,40,0,222
873,133,19,2025-12-15 18:45:00,Delivered,Debit Card,31,,1616,35,0,1651
874,98,37,2025-05-10 19:00:00,Delivered,Cash,20,4,342,20,0,362
875,82,44,2025-02-04 05:34:00,Delivered,Debit Card,61,4,1627,20,75,1572
876,62,39,2025-04-14 02:35:00,Delivered,Credit Card,26,1,912,20,75,857
877,199,47,2025-02-12 22:51:00,Delivered,Cash,57,2,1003,30,0,1033
878,292,11,2025-03-20 10:55:00,Cancelled,Credit Card,,,766,35,20,781
879,79,32,2025-09-16 02:14:00,Delivered,Credit Card,39,4,284,25,30,279
880,271,55,2025-10-13 05:09:00,Delivered,Debit Card,21,1,1857,30,0,1887
881,74,6,2025-12-17 07:00:00,Delivered,UPI,42,,528,20,30,518
882,280,15,2025-01-11 20:52:00,Cancelled,Cash,,,1863,35,30,1868
883,129,55,2025-11-22 14:30:00,Cancelled,Credit Card,,,1077,25,20,1082
884,132,7,2025-07-08 23:01:00,Delivered,Debit Card,27,4,128,30,0,158
885,208,39,2025-08-02 14:46:00,Delivered,Cash,47,3,912,25,30,907
886,100,53,2025-12-04 19:23:00,Cancelled,Cash,,,1178,35,0,1213
887,278,58,2025-08-20 09:57:00,Delivered,Cash,21,3,702,35,0,737
888,227,11,2025-12-22 06:24:00,Delivered,Credit Card,35,,462,25,0,487
889,211,13,2025-08-28 07:55:00,Delivered,Cash,38,5,249,20,0,269
890,5,47,2025-06-19 02:20:00,Cancelled,Debit Card,,,262,30,75,217
891,34,41,2025-11-16 10:37:00,Cancelled,Cash,,,676,20,75,621
892,288,20,2025-03-19 05:26:00,Delivered,Cash,28,4,942,35,0,977
893,21,4,2025-07-15 15:24:00,Delivered,UPI,55,3,470,40,0,510
894,174,6,2025-07-09 02:11:00,Delivered,Debit Card,61,2,528,30,0,558
895,43,8,2025-11-05 15:01:00,Delivered,Cash,28,3,807,20,20,807
896,164,4,2025-01-27 20:15:00,Delivered,Debit Card,46,,978,35,50,963
897,42,47,2025-10-10 01:08:00,Delivered,UPI,65,3,1018,20,50,988
898,139,38,2025-06-21 11:51:00,Delivered,Cash,44,2,1818,30,0,1848
899,231,17,2025-12-08 10:55:00,Delivered,UPI,19,,142,25,0,167
900,34,18,2025-10-20 07:49:00,Delivered,UPI,18,,2262,35,50,2247
901,170,53,2025-02-24 19:07:00,Delivered,Credit Card,30,,208,20,0,228
902,222,53,2025-04-30 06:03:00,Delivered,Cash,38,2,2079,25,20,2084
903,148,30,2025-12-13 18:55:00,Delivered,Cash,29,1,984,25,30,979
904,295,31,2025-12-25 03:44:00,Delivered,Credit Card,29,,856,40,0,896
905,212,47,2025-04-22 13:16:00,Delivered,Credit Card,51,3,509,35,0,544
906,31,56,2025-08-09 02:43:00,Delivered,Cash,18,,804,30,50,784
907,34,60,2025-05-15 23:53:00,Delivered,Debit Card,65,,874,40,50,864
908,98,9,2025-10-28 05:02:00,Delivered,Cash,47,,1468,25,0,1493
909,198,39,2025-01-13 04:50:00,Delivered,Credit Card,43,4,1146,25,0,1171
910,49,1,2025-07-20 15:09:00,Delivered,Credit Card,19,2,509,40,50,499
911,256,19,2025-08-11 05:31:00,Rejected,UPI,,,2059,35,30,2064
912,149,4,2025-05-01 16:31:00,Delivered,Cash,49,3,432,30,50,412
913,220,49,2025-03-04 19:08:00,Delivered,Debit Card,64,2,1043,30,20,1053
914,127,9,2025-06-17 22:14:00,Cancelled,Debit Card,,,1768,25,0,1793
915,165,53,2025-10-21 07:45:00,Delivered,Credit Card,33,4,1455,20,20,1455
916,76,49,2025-06-14 02:33:00,Delivered,Debit Card,22,2,1132,25,0,1157
917,2,47,2025-07-02 19:30:00,Delivered,Debit Card,38,3,786,40,0,826
918,152,11,2025-04-10 16:51:00,Delivered,Credit Card,42,1,762,20,0,782
919,216,16,2025-07-08 14:49:00,Cancelled,Credit Card,,,2513,30,0,2543
920,141,37,2025-05-22 06:45:00,Delivered,Debit Card,28,3,342,30,30,342
921,245,41,2025-03-14 10:53:00,Delivered,UPI,58,3,706,30,0,736
922,290,24,2025-09-19 01:46:00,Delivered,Credit Card,49,1,138,40,0,178
923,121,16,2025-07-04 11:21:00,Delivered,Debit Card,22,5,1521,35,50,1506
924,80,47,2025-04-17 14:10:00,Delivered,Debit Card,32,5,786,25,20,791
925,22,47,2025-04-23 07:09:00,Cancelled,Credit Card,,,1527,35,0,1562
926,262,47,2025-09-10 00:42:00,Delivered,Cash,53,2,262,40,20,282
927,4,47,2025-12-26 02:37:00,Cancelled,Credit Card,,,1033,40,0,1073
928,137,52,2025-07-11 16:24:00,Delivered,Credit Card,56,2,735,30,20,745
929,15,34,2025-11-05 20:42:00,Delivered,Cash,31,1,1632,30,75,1587
930,110,55,2025-07-04 14:03:00,Delivered,Credit Card,54,,1077,25,75,1027
931,93,28,2025-04-16 15:46:00,Delivered,Debit Card,47,,430,40,30,440
932,147,29,2025-02-09 19:06:00,Cancelled,UPI,,,748,20,0,768
933,228,47,2025-10-18 05:06:00,Delivered,Credit Card,59,4,1265,20,0,1285
934,18,16,2025-06-04 04:16:00,Delivered,Credit Card,25,,507,20,0,527
935,45,31,2025-08-22 18:44:00,Delivered,Debit Card,19,4,428,20,20,428
936,194,3,2025-01-20 15:27:00,Delivered,Cash,29,,1034,30,50,1014
937,246,9,2025-05-17 00:42:00,Delivered,Credit Card,33,1,900,35,75,860
938,119,11,2025-05-27 11:05:00,Delivered,Cash,48,3,1374,30,20,1384
939,90,56,2025-07-25 11:29:00,Rejected,Debit Card,,,804,40,20,824
940,185,34,2025-02-14 19:16:00,Cancelled,Debit Card,,,2328,25,0,2353
941,176,26,2025-11-03 10:34:00,Delivered,Credit Card,54,2,1066,40,0,1106
942,267,16,2025-10-22 00:16:00,Cancelled,Credit Card,,,1014,20,0,1034
943,192,45,2025-07-22 16:42:00,Delivered,Credit Card,54,4,1530,35,0,1565
944,97,53,2025-01-01 16:51:00,Delivered,Credit Card,22,3,970,25,30,965
945,50,23,2025-01-13 00:01:00,Delivered,Credit Card,29,,646,35,0,681
946,217,8,2025-12-05 12:00:00,Delivered,Debit Card,39,2,1386,40,0,1426
947,252,2,2025-09-13 10:22:00,Delivered,Cash,42,,1476,40,30,1486
948,180,53,2025-09-09 00:24:00,Delivered,Cash,23,5,208,20,20,208
949,195,28,2025-05-04 19:30:00,Delivered,Debit Card,53,,508,25,30,503
950,15,46,2025-08-16 02:32:00,Delivered,Debit Card,62,5,969,20,50,939
951,265,34,2025-03-31 14:18:00,Delivered,UPI,36,4,348,25,20,353
952,249,31,2025-01-03 12:49:00,Delivered,Credit Card,42,2,1623,40,75,1588
953,253,4,2025-08-16 22:58:00,Delivered,Credit Card,26,5,288,30,75,243
954,221,24,2025-12-29 16:57:00,Delivered,UPI,44,3,643,30,50,623
955,184,34,2025-07-25 16:58:00,Delivered,Credit Card,25,1,696,40,0,736
956,286,32,2025-09-02 02:50:00,Delivered,Cash,25,2,540,25,50,515
957,201,47,2025-07-10 01:32:00,Delivered,UPI,51,5,247,30,0,277
958,246,9,2025-04-07 21:30:00,Delivered,Credit Card,24,5,1302,25,75,1252
959,262,47,2025-02-04 15:32:00,Rejected,UPI,,,786,35,75,746
960,186,5,2025-05-15 13:03:00,Delivered,UPI,38,,1341,30,20,1351
961,231,60,2025-04-26 23:58:00,Delivered,Cash,59,,399,40,0,439
962,255,6,2025-08-10 19:01:00,Delivered,UPI,63,,352,30,20,362
963,144,40,2025-11-29 10:19:00,Delivered,Debit Card,37,,1872,40,50,1862
964,294,7,2025-08-29 10:05:00,Delivered,Debit Card,52,1,1438,40,0,1478
965,161,22,2025-05-03 18:12:00,Delivered,Debit Card,30,,1125,25,75,1075
966,72,32,2025-04-08 21:43:00,Delivered,Debit Card,31,,810,30,50,790
967,127,9,2025-11-03 20:53:00,Delivered,Cash,41,4,1168,40,0,1208
968,130,1,2025-07-12 17:25:00,Delivered,Credit Card,34,,509,20,20,509
969,251,54,2025-02-25 15:27:00,Delivered,UPI,26,3,534,30,0,564
970,281,46,2025-05-18 04:50:00,Delivered,Cash,31,5,307,30,30,307
971,142,47,2025-08-09 07:14:00,Delivered,Debit Card,53,2,786,40,0,826
972,113,20,2025-07-16 06:34:00,Delivered,Credit Card,23,5,638,35,0,673
973,124,37,2025-11-09 05:57:00,Delivered,Credit Card,35,2,862,25,0,887
974,42,47,2025-12-31 14:28:00,Delivered,Cash,57,,247,35,20,262
975,269,28,2025-06-14 00:31:00,Delivered,Cash,46,3,879,35,0,914
976,207,29,2025-04-22 10:22:00,Delivered,Credit Card,63,2,2046,25,50,2021
977,34,44,2025-01-12 12:36:00,Delivered,Cash,19,4,1318,25,0,1343
978,188,25,2025-09-03 05:10:00,Delivered,Credit Card,20,,1859,25,0,1884
979,284,14,2025-05-09 02:33:00,Cancelled,Cash,,,154,35,0,189
980,96,31,2025-07-29 09:10:00,Delivered,Credit Card,23,5,1623,35,20,1638
981,86,47,2025-01-09 06:38:00,Delivered,UPI,24,2,741,30,50,721
982,92,20,2025-10-01 05:15:00,Delivered,Debit Card,28,,304,25,0,329
983,25,19,2025-03-21 04:15:00,Delivered,Debit Card,54,,1694,20,50,1664
984,128,26,2025-11-24 19:48:00,Delivered,Cash,26,4,1355,40,0,1395
985,296,38,2025-05-09 16:59:00,Delivered,Cash,26,,1389,30,75,1344
986,153,16,2025-11-06 13:24:00,Delivered,Debit Card,19,2,992,25,20,997
987,72,57,2025-06-04 12:15:00,Delivered,Credit Card,46,4,1451,25,20,1456
988,27,4,2025-03-16 20:59:00,Delivered,Debit Card,21,4,796,40,20,816
989,21,34,2025-02-04 11:21:00,Delivered,Credit Card,18,,428,20,30,418
990,112,30,2025-09-24 11:01:00,Delivered,Debit Card,57,5,1813,40,0,1853
991,225,34,2025-08-10 16:02:00,Delivered,UPI,27,,2328,30,0,2358
992,73,51,2025-04-11 02:39:00,Delivered,Cash,32,3,433,35,30,438
993,100,34,2025-03-19 13:35:00,Delivered,Credit Card,18,,696,35,75,656
994,34,29,2025-08-28 05:59:00,Delivered,UPI,23,3,2046,40,75,2011
995,170,53,2025-12-07 10:33:00,Delivered,Debit Card,56,,208,35,20,223
996,140,55,2025-09-18 09:31:00,Rejected,Cash,,,966,20,75,911
997,76,45,2025-04-25 07:56:00,Cancelled,Cash,,,1530,40,30,1540
998,186,19,2025-07-24 13:36:00,Delivered,UPI,33,4,443,35,20,458
999,222,4,2025-08-01 15:01:00,Delivered,Debit Card,25,4,652,25,0,677
1000,125,47,2025-06-22 05:38:00,Delivered,Cash,23,1,786,35,20,801
1001,48,51,2025-12-24 20:09:00,Rejected,UPI,,,965,30,50,945
1002,183,58,2025-10-20 02:02:00,Delivered,Debit Card,39,5,1140,20,75,1085
1003,99,7,2025-07-20 15:06:00,Delivered,Debit Card,57,,128,20,20,128
1004,134,20,2025-11-26 22:32:00,Delivered,Credit Card,62,4,1276,40,0,1316
1005,151,36,2025-08-03 07:50:00,Rejected,Debit Card,,,774,25,0,799
